Název mapy,Odkaz na StareMapy.cz
"Die Gegend zwischen Pultava und Bender mit angraenzenden Polnisch, Türkisch und Tartarischen Landschaften",http://staremapy.georeferencer.cz/map/lyWTV7IUWyFmk7ojdtq2aT/201408182019-8AYufd/georeference,Univerzita Karlova v Praze
Karte des Kaiserthumes Österreich,http://staremapy.georeferencer.cz/map/D7ZLnz1BlBkWh9o7SRwQUZ/201408191309-xHF2YX/georeference,Univerzita Karlova v Praze
"Plan zur Schlacht vor Le Mans, am 10-ten, 11-ten und 12-ten Januar",http://staremapy.georeferencer.cz/map/kikP10nUOSgeURdsNV7Lt4/201408191411-i2ggv8/georeference,Univerzita Karlova v Praze
[Výškopisná mapa],http://staremapy.georeferencer.cz/map/6EVmUib6mjkvdTg1lC0NHr/201408191539-GjrTxG/georeference,Univerzita Karlova v Praze
Karte von Bosnien und der Hercegovina,http://staremapy.georeferencer.cz/map/zqgABeabXDZnZLHiKKMTBZ/201601081334-gHC5YV/georeference,Univerzita Karlova v Praze
Völkermarkt,http://staremapy.georeferencer.cz/map/XSq9o9EOvOGHtlspeNj6gj/201511051724-4BZLnY/georeference,Univerzita Karlova v Praze
"Tabula Hungaria et regionum, quae praeterea ab ea dependent, delineata juxta magnum numerum an[n]otationum et mappas manuscriptas vel impressas",http://staremapy.georeferencer.cz/map/wFjEN2ckgUFJwemRRyyd2l/201408191218-iA02Fu/georeference,Univerzita Karlova v Praze
Karte von dem Iberischen Halbinsellande oder den Königreichen Spanien und Portugal,http://staremapy.georeferencer.cz/map/qBHtgtBfSNMaPkvYHsTdUK/201408191308-hjdK4G/georeference,Univerzita Karlova v Praze
Carte reduite de la Carte générale d'Allemagne,http://staremapy.georeferencer.cz/map/SUYA1SMDQeGaa34Ssu3tWz/201408191257-49YZdj/georeference,Univerzita Karlova v Praze
Přehled počasí,http://staremapy.georeferencer.cz/map/v34QqTxQGQ7XpVmBRrhF1m/201511051735-ri1Sjo/georeference,Univerzita Karlova v Praze
Přehled počasí,http://staremapy.georeferencer.cz/map/YG7LlY9aWXdrGbFHG2fVCY/201511051739-euUmHk/georeference,Univerzita Karlova v Praze
Neutitschein,http://staremapy.georeferencer.cz/map/BTSE9d9rvbj7O955MTt3Yf/201511051704-m8w85x/georeference,Univerzita Karlova v Praze
Jasliśka SO,http://staremapy.georeferencer.cz/map/t20777exJbQcQP4Fi88nqE/201408191421-PnXxVj/georeference,Univerzita Karlova v Praze
Csege,http://staremapy.georeferencer.cz/map/rkBOmYIGlLnrm49eXsmgcr/201511051724-viurBE/georeference,Univerzita Karlova v Praze
Plan von Wien und dessen Vorstädten,http://staremapy.georeferencer.cz/map/FW19Tygm3psmcvQSYd37tn/201408191431-AtvLb9/georeference,Univerzita Karlova v Praze
Wöchentliche Kriegsschauplatzkarte,http://staremapy.georeferencer.cz/map/tba9IGkneyCccNRDbqzOPs/201511051609-iFOupB/georeference,Univerzita Karlova v Praze
Plan von Wien,http://staremapy.georeferencer.cz/map/i0OGMvEWqlklXl2XkrT1QM/201511051619-piFv00/georeference,Univerzita Karlova v Praze
Imperii Romano-Germanici In Suos Status Et Circulos Divisi Tabula Generalis =,http://staremapy.georeferencer.cz/map/DVwTwabv3ECrlX8KV2B8Gv/201601081339-7IqryM/georeference,Univerzita Karlova v Praze
Mer Méditerranée,http://staremapy.georeferencer.cz/map/DlhjHCn6E5ZfEUq5CkliTf/201511051601-OCg4kl/georeference,Univerzita Karlova v Praze
Weyer,http://staremapy.georeferencer.cz/map/2LQTeRYeFKK2Bn6rVzXG5n/201511051707-z36yiW/georeference,Univerzita Karlova v Praze
Eisenbahn- und Post-Routen-Karte zu Hendschel's Telegraph,http://staremapy.georeferencer.cz/map/YmJUG4QklTGj7NGn4WiItI/201511051616-krQm46/georeference,Univerzita Karlova v Praze
Frankenstein,http://staremapy.georeferencer.cz/map/fhtzIoX5JSHJIdijT1ouur/201511051642-cg3kQy/georeference,Univerzita Karlova v Praze
Bouřkové stanice v Čechách 1905-1915,http://staremapy.georeferencer.cz/map/SEmJw3eYpjVKeafCRz23lM/201511051749-kqopWV/georeference,Univerzita Karlova v Praze
Brünn,http://staremapy.georeferencer.cz/map/Rv3pqdCydmCRiuLhMYYNAv/201511051622-0jKXmv/georeference,Univerzita Karlova v Praze
Saatzer Kreis und Egerische-Gebiet,http://staremapy.georeferencer.cz/map/KyxnXNz5bp3AZfTELNnygS/201408191222-PuCaWb/georeference,Univerzita Karlova v Praze
Griebens Stadtplan von Köln,http://staremapy.georeferencer.cz/map/68B6zApxUXHKrhPthiXFvp/201511051616-viq0GU/georeference,Univerzita Karlova v Praze
Quadro de juncçao das folhas que formam a carta dos arredores de Lisboa,http://staremapy.georeferencer.cz/map/9cccCXjYVhtaazpnvzv3FE/201511060913-oRVX0B/georeference,Univerzita Karlova v Praze
Schutzvereins-Ortsgruppen des Böhmerwaldes und Deutsch-Südböhmens,http://staremapy.georeferencer.cz/map/om2EyHw3kzegUQp1jMKOjM/201511051545-n26ZAB/georeference,Univerzita Karlova v Praze
Großbritannien und Irland,http://staremapy.georeferencer.cz/map/MknZlqYu6Y04gXt3J1xZJ9/201408191407-BOFg7h/georeference,Univerzita Karlova v Praze
Přehled počasí,http://staremapy.georeferencer.cz/map/3hJlJbJzTD6KaLKQYK3axu/201511051733-QUnfJP/georeference,Univerzita Karlova v Praze
Přehled počasí,http://staremapy.georeferencer.cz/map/8KOub7ugMCdLEC6ivEGTS8/201511051734-Q1Y3ry/georeference,Univerzita Karlova v Praze
Illinois - Missouri,http://staremapy.georeferencer.cz/map/IzjOIhNsyvlKGFQ87RmIGM/201511051743-pfhcwg/georeference,Univerzita Karlova v Praze
Afrika,http://staremapy.georeferencer.cz/map/zGY4rIASKQl0ODVycsYt6b/201408182133-XsHAvV/georeference,Univerzita Karlova v Praze
Die obere oder nördliche Halbkugel der Erde auf den Horizont von Wien,http://staremapy.georeferencer.cz/map/ZaBvFyEsvLMt2QqPjUSNwH/201511051609-eRyj8j/georeference,Univerzita Karlova v Praze
[Gradkartenblatt],http://staremapy.georeferencer.cz/map/PUJXOvchvxWdypeAlGaaV7/201501212203-IFQ1cz/georeference,Univerzita Karlova v Praze
Glavna karta ot evropsko Tursko,http://staremapy.georeferencer.cz/map/qqmjItqxav089Xzxp9Roa0/201511051610-EnYWa2/georeference,Univerzita Karlova v Praze
Brno,http://staremapy.georeferencer.cz/map/cU1uvGMUV8O6YNAhpOSZd7/201601081342-MN9LWu/georeference,Univerzita Karlova v Praze
Geologische Karte der Insel Island,http://staremapy.georeferencer.cz/map/Q0ILD4cJbLUAJwm0Bdx4GC/201511051610-VvjYkg/georeference,Univerzita Karlova v Praze
Taus und Klattau,http://staremapy.georeferencer.cz/map/R0YbwV3pwuEIsEb0puQhsB/201511051705-AzgiSV/georeference,Univerzita Karlova v Praze
Communication avec la Mer Adriatique,http://staremapy.georeferencer.cz/map/atIleCK2tZAHx7nkeUO15C/201511051720-K13awN/georeference,Univerzita Karlova v Praze
Nvbia,http://staremapy.georeferencer.cz/map/4YtOmMBNDAJRq2a0gQBNix/201601081337-mtGCN2/georeference,Univerzita Karlova v Praze
California,http://staremapy.georeferencer.cz/map/Sfbh055s2oJ5ttr4QQDHSE/201601081332-uGVedW/georeference,Univerzita Karlova v Praze
Meinholds Karte der Dresdner Heide,http://staremapy.georeferencer.cz/map/acIpfgKTZMoxApksU8wk9s/201511051546-kz2iUf/georeference,Univerzita Karlova v Praze
Přehled počasí,http://staremapy.georeferencer.cz/map/e3EP53svSFuYngsALihgzL/201511051732-9pEVnM/georeference,Univerzita Karlova v Praze
Die Bevölkerungsdichte,http://staremapy.georeferencer.cz/map/OyZl3LZ1vN9L98g6mRiMMd/201511051559-rzuzIo/georeference,Univerzita Karlova v Praze
Umgebungskarte von Meran,http://staremapy.georeferencer.cz/map/yGgBckoZ08M0ivREAR13mN/201511051603-OxV24k/georeference,Univerzita Karlova v Praze
Das Erzherzogthum Nieder-Österreich oder Unter der Enns,http://staremapy.georeferencer.cz/map/BiH0j0tVRcvVrGCmvAZps6/201511051640-LMKeTY/georeference,Univerzita Karlova v Praze
31°50° Plzeň,http://staremapy.georeferencer.cz/map/LxfnnJ05Oe4eyKWzs6z7jN/201511051612-dvfpZM/georeference,Univerzita Karlova v Praze
"Neueste Post Karte von Deutschland nebst den Angrenzungen von Frankreich, der Schweitz, Italien, Ungarn und Preussen",http://staremapy.georeferencer.cz/map/CzYwFwz1pMFwJjep9CVDw9/201511051601-pAMyhz/georeference,Univerzita Karlova v Praze
Hannover,http://staremapy.georeferencer.cz/map/MyPIrUNwtVs53SpdKrgqzM/201511051622-JjKSAZ/georeference,Univerzita Karlova v Praze
Přehled počasí,http://staremapy.georeferencer.cz/map/BTCtgLIj9OgZ8tNHsC3UHk/201511051726-VoQJJq/georeference,Univerzita Karlova v Praze
Carte des environs de Vienne,http://staremapy.georeferencer.cz/map/y15VNgrrElUnEwsoyLh5q2/201511051619-Nz3NSL/georeference,Univerzita Karlova v Praze
G. Freytags Karte des Türkischen Kriegsschauplatzes,http://staremapy.georeferencer.cz/map/XY7C9UyA2jnt3um0VqRFxv/201511051600-j5EXp8/georeference,Univerzita Karlova v Praze
Übersichtsblatt Europa 1:300 000,http://staremapy.georeferencer.cz/map/e3IJ266RH2UwqQkKPIaUJJ/201511051702-ArTLXO/georeference,Univerzita Karlova v Praze
Liberec,http://staremapy.georeferencer.cz/map/7G426M2pTcwW6Ycwf35LKi/201601081334-1yjTHy/georeference,Univerzita Karlova v Praze
Racibórz,http://staremapy.georeferencer.cz/map/ItI3PeZXwNUe235diS2DDk/201601081340-psmNkN/georeference,Univerzita Karlova v Praze
Trebitsch und Mhr. Kromau,http://staremapy.georeferencer.cz/map/xEOC827N1wtO3eyfWpKrK0/201511051651-7Be9mr/georeference,Univerzita Karlova v Praze
Washington,http://staremapy.georeferencer.cz/map/4UgaNV5OVVIEzAsch2QR2t/201511051742-WFGOKI/georeference,Univerzita Karlova v Praze
Erzherzogthum Oesterreich ob der Enns u. Herzogthum Salzburg,http://staremapy.georeferencer.cz/map/q2eqKpN7VQbxtCTc0oERPj/201601081334-UnCgKg/georeference,Univerzita Karlova v Praze
Slesvig,http://staremapy.georeferencer.cz/map/IkqDooD6uteJInytYIs312/201601081333-PXlnaa/georeference,Univerzita Karlova v Praze
31°50° Plzeň,http://staremapy.georeferencer.cz/map/1EwDaxBtzzw2jDlGLa7186/201511051612-3p4PYn/georeference,Univerzita Karlova v Praze
Chomutov,http://staremapy.georeferencer.cz/map/sRhVCG8jpuQ66b3TceIsfj/201511051704-z3aFsr/georeference,Univerzita Karlova v Praze
F. Handtke's Special-Karte vom deutsch-franz. Kriegsschauplatze,http://staremapy.georeferencer.cz/map/2vum3FlQprB1nmCIld07c0/201511051619-oaU5JP/georeference,Univerzita Karlova v Praze
Genva,http://staremapy.georeferencer.cz/map/Z2YeozvpTjDUUMYZ3C0vko/201501232146-EROoGO/georeference,Univerzita Karlova v Praze
Kart over det nordlige Norge,http://staremapy.georeferencer.cz/map/M1Y4kcyKmkkZyYnlr1LkCR/201511051556-h84G8D/georeference,Univerzita Karlova v Praze
Školní závěsná mappa [sic] Evropy,http://staremapy.georeferencer.cz/map/hLe7PfUKW2woB3TxccboFc/201511051727-pN7SCM/georeference,Univerzita Karlova v Praze
Přehled počasí,http://staremapy.georeferencer.cz/map/SUfHfB6IJMQZnnMOmSGJcP/201511051739-QMeT9M/georeference,Univerzita Karlova v Praze
Dačice a Mor. Budějovice,http://staremapy.georeferencer.cz/map/DubyZ8bqJg3SRo7NrAw5iS/201511051705-4em0s7/georeference,Univerzita Karlova v Praze
[Hannover,http://staremapy.georeferencer.cz/map/Hljq4pUJ6tofTdOUII9X8N/201511051604-kQ7S7A/georeference,Univerzita Karlova v Praze
Ratibor,http://staremapy.georeferencer.cz/map/R10NgmgI7L8AIjLEFdDPJB/201511051621-Db2lkz/georeference,Univerzita Karlova v Praze
Teplice-Šanov,http://staremapy.georeferencer.cz/map/vIOCUJeePzWQpmnl9OEwqz/201511051703-c6XEOR/georeference,Univerzita Karlova v Praze
Příbram,http://staremapy.georeferencer.cz/map/jMoMU4e60l9oXsFHrc1b71/201511051723-lIHA7s/georeference,Univerzita Karlova v Praze
Noclehárny Klubu čs. turistů,http://staremapy.georeferencer.cz/map/st2EmNU3agufROfGYPW4zX/201511051617-QlET5A/georeference,Univerzita Karlova v Praze
Plan von Linz-Urfahr,http://staremapy.georeferencer.cz/map/xQkbsaHsaw0N5ROOS8y0vM/201511051741-jZ4Ah6/georeference,Univerzita Karlova v Praze
Carta di Montenegro (Crna gora),http://staremapy.georeferencer.cz/map/Bng0137hzbpJKXtr9Evk5w/201601081334-QmRegb/georeference,Univerzita Karlova v Praze
Plan eines Theils des Thiergartens so an das kais. königl. militair Cadetten haus anstosset,http://staremapy.georeferencer.cz/map/pbGpa74oXQpLMUD93x1oL1/201601081333-4N0rHy/georeference,Univerzita Karlova v Praze
Plan der Umgebung von Magenta,http://staremapy.georeferencer.cz/map/wzuMtn3hWBFvaU8wzOtNGU/201601081334-eWpTXj/georeference,Univerzita Karlova v Praze
L'unité des pays tcheques au point de vue économique,http://staremapy.georeferencer.cz/map/46F24QskJzcvlSH7bqj4As/201511051720-R4qity/georeference,Univerzita Karlova v Praze
Lubliniec,http://staremapy.georeferencer.cz/map/1ahclXZtjMkK1gFNsr3ch6/201511051744-5zgJh0/georeference,Univerzita Karlova v Praze
Steyregg,http://staremapy.georeferencer.cz/map/rhvvlS5XE96lk8tvFPVIDr/201511051700-MaS4v7/georeference,Univerzita Karlova v Praze
44°43° Sliven,http://staremapy.georeferencer.cz/map/0LqeQuHTiNkvl9ooSvZjD3/201511051622-hxdREN/georeference,Univerzita Karlova v Praze
Formosa I. and Strait,http://staremapy.georeferencer.cz/map/TJPdgmeEzmQ414OhQINS4D/201511051554-016iXj/georeference,Univerzita Karlova v Praze
Plan zum Aufbau der eingeäscherten Stadttheile,http://staremapy.georeferencer.cz/map/79cjZuWLCT4k90TC8qywlr/201511051741-Lf15ef/georeference,Univerzita Karlova v Praze
Umgebungskarte von Karlsbad,http://staremapy.georeferencer.cz/map/P2SqeJTMOaZQJIyuTplcEf/201511051721-AUq5J3/georeference,Univerzita Karlova v Praze
[Gradkartenblatt],http://staremapy.georeferencer.cz/map/Sm2xZhyienPewgmn5oyK7v/201511051617-OJz3s0/georeference,Univerzita Karlova v Praze
Anglade,http://staremapy.georeferencer.cz/map/vHk2vU350ToIYFAw2zyvjc/201511051610-MFOSCB/georeference,Univerzita Karlova v Praze
Schweiz,http://staremapy.georeferencer.cz/map/245MJR7nQBFQhqUpTs0WgQ/201511051541-M6eXeH/georeference,Univerzita Karlova v Praze
Wöchentliche Kriegsschauplatzkarte,http://staremapy.georeferencer.cz/map/4Rq37xMVsob1B1Hf5ySqEm/201511051609-AorUJT/georeference,Univerzita Karlova v Praze
39°47° Békéscsaba,http://staremapy.georeferencer.cz/map/wZCRluKOkvews87yJMOL3Y/201511051650-xkx1Si/georeference,Univerzita Karlova v Praze
Schulwandkarte von Asien,http://staremapy.georeferencer.cz/map/RFH53vfQfafZnn7w3I6ptD/201511051728-uFFPEE/georeference,Univerzita Karlova v Praze
Jitschin,http://staremapy.georeferencer.cz/map/e4pT7hDYRTkHEol7tEqXw5/201511051616-ze6qLt/georeference,Univerzita Karlova v Praze
Přehledná mapa železniční Království českého,http://staremapy.georeferencer.cz/map/fKyywUNNzTbMVJ19723Qnu/201511051722-lbLrC8/georeference,Univerzita Karlova v Praze
Landshut,http://staremapy.georeferencer.cz/map/lHsAqJ4QjimCNSSudQclWa/201511051702-wqZ0is/georeference,Univerzita Karlova v Praze
Geologische Spezialkarte der im Reichsrate vertretenen Königreiche und Länder der Österreichisch-Ungarischen Monarchie,http://staremapy.georeferencer.cz/map/aPjABcttLBUvaH6hcGjvza/201511051617-bXBfrS/georeference,Univerzita Karlova v Praze
32°45° Pola,http://staremapy.georeferencer.cz/map/qFpiBOUSHVcuFQzJPPGfH5/201511051650-6pFgKS/georeference,Univerzita Karlova v Praze
New York,http://staremapy.georeferencer.cz/map/jktFgLdaIwDHgFIZmotPCG/201601081331-gY55Ez/georeference,Univerzita Karlova v Praze
26°49° Karlsruhe,http://staremapy.georeferencer.cz/map/pRj2L1sp6r9Rfp9FjW2Etp/201511051615-hLpUTQ/georeference,Univerzita Karlova v Praze
Radkersburg und Luttenberg,http://staremapy.georeferencer.cz/map/Ssob4n4vG7b1v0pY8SsYnK/201511051724-2qhgPk/georeference,Univerzita Karlova v Praze
Přehled počasí,http://staremapy.georeferencer.cz/map/ADgDrm0iREoXXATqRpyH65/201511051726-apZvrG/georeference,Univerzita Karlova v Praze
32°48° Linz,http://staremapy.georeferencer.cz/map/F2fhwxyJskuPZSg65rXBzU/201511051621-0Gn5nG/georeference,Univerzita Karlova v Praze
Umgebung von Berlin,http://staremapy.georeferencer.cz/map/RULt2gbBZpordvYlb5IiFD/201511051559-a8aKc7/georeference,Univerzita Karlova v Praze
Polička,http://staremapy.georeferencer.cz/map/nRy58lfyoiHGs4XdMXTylG/201511051723-xr2Nlb/georeference,Univerzita Karlova v Praze
Kleneč p. Čerchovem a Neunburg v. Wald,http://staremapy.georeferencer.cz/map/fmoJ4mIVdCDinyqSDsE5Rg/201511051621-3Lh2Ej/georeference,Univerzita Karlova v Praze
Verbreitung einiger Krankheiten in Deutschland,http://staremapy.georeferencer.cz/map/KgInS1ihxnKw7yYIQWh0eE/201511051620-eav5NT/georeference,Univerzita Karlova v Praze
Geologisk öfversigtskarta öfver Jemtlands län,http://staremapy.georeferencer.cz/map/xSswlLmOtxfdBPtBE2TsfT/201511051616-4ImhD8/georeference,Univerzita Karlova v Praze
General-Karte der europäischen Türkei,http://staremapy.georeferencer.cz/map/AfkNj1EdtXzcV3WyHqE0D6/201511051610-Lnp6o5/georeference,Univerzita Karlova v Praze
Ein Turngang durch und um Nürnberg,http://staremapy.georeferencer.cz/map/M4LQAXkAXLhI7QwLPrtC28/201511051611-i40O9a/georeference,Univerzita Karlova v Praze
Chrudim,http://staremapy.georeferencer.cz/map/ROUnHVwnmu6HcRYgfxrfHm/201511051556-uZm5MZ/georeference,Univerzita Karlova v Praze
Den Tjeckoslovakiska Republiken,http://staremapy.georeferencer.cz/map/RuZkhEAorxqOK3d2eZySIB/201511051721-HEkG08/georeference,Univerzita Karlova v Praze
Kiefer,http://staremapy.georeferencer.cz/map/eKECwg75ncbkezv10X58ru/201511051723-tKGZSa/georeference,Univerzita Karlova v Praze
Přehled počasí,http://staremapy.georeferencer.cz/map/JqGQo8wAihh6Kz5DZTMyb4/201511051731-TEKvVl/georeference,Univerzita Karlova v Praze
PRINCIPAUTE DE CATALOGNE ou sont Compris LES COMTÉS DE ROUSSILLON ET DE CERDAGNE diviseés en leurs VIGUERIES,http://staremapy.georeferencer.cz/map/7kZdTCkHbXzL5eld6H95vz/201601081339-V1bNea/georeference,Univerzita Karlova v Praze
Sümeg a Zalaegerszeg,http://staremapy.georeferencer.cz/map/8OoH4ryQjJ3zuJEbSVapV7/201511051709-rIsWV3/georeference,Univerzita Karlova v Praze
California,http://staremapy.georeferencer.cz/map/MbmCTPfbr4K2kehkP8TcwM/201601081332-AgZ8Mw/georeference,Univerzita Karlova v Praze
[Carte de Belgique au 1:20 000],http://staremapy.georeferencer.cz/map/2jVnPMZPOvlNekmYK924pc/201511051543-pmHQEF/georeference,Univerzita Karlova v Praze
Special-Karte der Ortler-Gruppe,http://staremapy.georeferencer.cz/map/H4wXPa6NheCbIxQyHLsCnB/201511051641-ROkC2x/georeference,Univerzita Karlova v Praze
Sudice,http://staremapy.georeferencer.cz/map/HKIj36vV3nJDM49ILj6EPT/201511051642-JVoYL5/georeference,Univerzita Karlova v Praze
Karlsburg,http://staremapy.georeferencer.cz/map/LPfpnWGr6xgipH9ocRduWH/201511051745-bCgoy0/georeference,Univerzita Karlova v Praze
Hollabrunn,http://staremapy.georeferencer.cz/map/fdaXA6DGdwXK2hzMinZwDT/201511051702-hCoZ0X/georeference,Univerzita Karlova v Praze
Das alte Italien,http://staremapy.georeferencer.cz/map/lDp99xjgZOAsInUmHgDIJR/201511051610-og7e0L/georeference,Univerzita Karlova v Praze
Karte des Kriegsschauplatzes der europäischen und asiatischen Türkei,http://staremapy.georeferencer.cz/map/G0NeXJhfXKcdJEgGc29Xi4/201511051619-Hq7033/georeference,Univerzita Karlova v Praze
Přehled počasí,http://staremapy.georeferencer.cz/map/nHxey02sNsYnq0qcIf7mGb/201511051740-RZUoO4/georeference,Univerzita Karlova v Praze
Pražské okolí,http://staremapy.georeferencer.cz/map/ATijuGeyYK0jbBNFpHARK4/201511051722-Xxk4xi/georeference,Univerzita Karlova v Praze
Karta Rossiiskoj Imperii,http://staremapy.georeferencer.cz/map/9efun2kkzfNP3jqHjC9kUi/201511051600-bIooEq/georeference,Univerzita Karlova v Praze
Grafschaft Tyrol und Voralberg,http://staremapy.georeferencer.cz/map/pfKkhc5XTrWQ2Ho39sRejQ/201511051640-gruDz1/georeference,Univerzita Karlova v Praze
Metallindustrie,http://staremapy.georeferencer.cz/map/yp04g0fLA2fhKf9STmzsC5/201511051544-JT5r5O/georeference,Univerzita Karlova v Praze
[Flensburg,http://staremapy.georeferencer.cz/map/0hcV0gdhjKku3ANGJfdqtj/201511051604-Cw3gbm/georeference,Univerzita Karlova v Praze
Kauernik,http://staremapy.georeferencer.cz/map/1aNGbv1h34cpM8Psre2Hha/201601081333-BJxXze/georeference,Univerzita Karlova v Praze
Německo,http://staremapy.georeferencer.cz/map/G2VxiqVVjkm4KQjAaUlFRt/201511051703-TPXmR7/georeference,Univerzita Karlova v Praze
Veliký Bočkov a Sighet,http://staremapy.georeferencer.cz/map/I6vEJSXrtLFxhs6zZiun05/201511051707-kqmCkN/georeference,Univerzita Karlova v Praze
Post- und Reise-Karte der Schweiz nebst Theilen der angraenzenden Staaten,http://staremapy.georeferencer.cz/map/abi6QB1Ubu1lBPHipL3uHP/201511051541-I8vsEC/georeference,Univerzita Karlova v Praze
Deutsch Eylau,http://staremapy.georeferencer.cz/map/WcLebKOu0AyP210LQLTADm/201511051602-IaXIsc/georeference,Univerzita Karlova v Praze
34°51° Úpice,http://staremapy.georeferencer.cz/map/H4ZsfINDpKN3zq7VOfNhK7/201511051607-5Wv06S/georeference,Univerzita Karlova v Praze
